area_sqft,bedrooms,bathrooms,living_area_sqft,kitchen_area_sqft,dining_area_sqft,garage_area_sqft,balcony_area_sqft,floors,age_years,location,property_type,price_usd
7444,3,4,2740,462,532,496,267,3,28,Houston,Apartment,2054544
7627,3,2,4072,439,422,697,170,3,14,New York,Townhouse,1174558
5342,4,1,2625,371,506,732,164,2,48,Boston,Penthouse,1201950
1158,2,2,519,108,82,266,258,4,7,Houston,House,213072
1323,7,3,505,148,102,681,16,2,38,Miami,House,818937
7928,6,2,4264,538,503,273,271,4,34,Denver,Townhouse,1498392
4600,4,2,2409,340,349,537,205,3,1,Seattle,Apartment,1821600
1743,6,6,827,153,108,355,8,4,48,Phoenix,Townhouse,883701
594,3,3,312,42,40,645,258,2,12,Los Angeles,Apartment,134838
2725,8,5,1174,310,153,160,74,2,27,Boston,Villa,991900
2030,8,5,810,151,124,606,216,3,17,Miami,Penthouse,631330
7795,5,5,3439,727,546,646,229,1,33,Boston,Townhouse,1208225
7263,2,6,3647,686,631,166,8,4,29,Seattle,Townhouse,3384558
3886,8,3,2010,347,327,707,81,3,2,Seattle,House,1581602
4272,1,6,1799,464,267,725,292,4,42,Chicago,House,2353872
796,4,2,280,61,59,331,75,3,4,Boston,House,134524
7068,1,5,3294,516,702,129,153,4,32,Chicago,Townhouse,2176944
5947,5,2,2763,373,555,276,214,4,23,Denver,House,987202
6047,6,4,2330,437,382,270,13,1,17,Los Angeles,Penthouse,2576022
4409,8,1,1826,260,229,279,155,2,29,Phoenix,Villa,1305064
6641,7,1,3564,445,433,165,240,4,5,Boston,Townhouse,4104138
999,7,4,544,87,55,230,216,4,43,Chicago,Townhouse,609390
6812,7,5,3446,769,576,202,55,3,11,Phoenix,House,1008176
6642,7,3,2348,492,358,41,188,2,10,New York,Villa,3221370
4477,3,4,1609,459,353,334,2,3,4,Houston,Penthouse,2404149
5810,5,4,2571,616,303,708,99,1,27,Seattle,Townhouse,3520860
3386,2,5,1554,212,185,355,130,2,2,Phoenix,Penthouse,1357786
4124,1,3,1647,276,333,729,53,2,17,Miami,Townhouse,1191836
1239,7,6,650,145,99,16,60,3,43,Miami,House,257712
1066,8,6,580,120,93,392,238,2,19,Chicago,Penthouse,675844
1833,1,3,985,170,150,481,298,1,44,Los Angeles,Penthouse,1048476
5773,3,1,2109,636,562,159,121,1,17,Chicago,House,3596579
3462,7,1,1715,213,341,618,108,1,27,Seattle,Townhouse,1956030
5569,2,6,2022,462,374,708,241,3,4,Chicago,Penthouse,2311135
1091,5,3,445,101,90,301,291,1,30,New York,House,578230
4289,8,1,1887,302,224,8,238,2,12,Los Angeles,Villa,2388973
802,8,3,427,74,67,152,143,2,12,Seattle,Penthouse,119498
1222,1,1,490,137,107,515,105,1,8,Boston,House,179634
1923,1,1,765,146,108,39,249,2,9,Denver,Apartment,934578
7076,2,6,2961,640,540,554,211,1,10,Houston,Villa,1386896
6369,1,4,2993,653,516,797,143,4,45,Houston,Apartment,2120877
5281,8,3,2204,297,321,269,39,4,45,Denver,Townhouse,855522
3334,6,5,1749,367,270,652,95,1,23,Phoenix,Apartment,1320264
1641,5,1,846,122,153,431,43,1,0,Boston,Townhouse,786039
4193,1,4,1646,432,301,348,10,4,15,Chicago,Townhouse,2180360
2514,3,1,998,148,212,725,117,2,15,Phoenix,Villa,1219290
6574,7,3,2635,769,336,213,276,4,19,New York,Villa,2747932
2699,6,6,1468,217,193,703,166,2,17,Boston,Townhouse,933854
6936,7,1,3420,707,631,720,117,4,8,Seattle,House,1158312
5568,2,4,2281,632,326,131,243,4,4,Dallas,House,2216064
5754,8,5,3122,603,380,99,108,3,30,Seattle,Penthouse,3020850
5455,1,5,1981,576,528,286,299,2,48,Denver,Apartment,1854700
7952,1,4,4099,769,676,210,0,3,12,New York,House,5041568
4060,6,4,1787,314,204,74,270,4,34,Chicago,Penthouse,568400
4057,7,3,1603,309,246,81,88,2,35,Miami,Villa,1501090
5694,1,2,2593,478,501,267,5,1,3,Denver,Penthouse,1588626
6348,3,5,2669,399,504,359,112,3,32,Miami,Villa,3345396
1957,5,1,745,225,155,734,28,3,34,Denver,Townhouse,514691
6261,4,3,2239,586,518,694,4,2,23,Boston,Townhouse,3236937
3477,2,6,1639,403,205,416,182,1,30,Los Angeles,Apartment,1317783
7439,7,3,3977,426,693,156,282,3,8,Boston,Penthouse,1844872
1192,7,3,630,61,90,741,223,4,37,Boston,House,170456
5963,4,6,3064,500,380,137,79,1,38,Boston,House,3017278
4157,2,4,1946,475,269,110,43,2,40,Los Angeles,House,2652166
3920,1,4,1971,442,321,567,98,4,40,Chicago,Penthouse,2383360
3769,3,1,2032,439,308,284,85,3,42,Seattle,Penthouse,1292767
4327,6,3,2111,407,293,317,257,1,47,Miami,Penthouse,1566374
7721,1,6,2920,553,430,755,236,1,6,Miami,Villa,3157889
6935,2,1,3209,763,656,473,73,1,46,Los Angeles,Townhouse,2018085
6286,3,1,2212,634,587,113,40,4,31,Houston,Villa,3809316
1814,2,3,907,112,147,604,2,1,16,Boston,Villa,731042
5875,4,3,2542,351,539,101,248,2,8,Miami,Villa,1721375
2700,5,4,1408,181,165,612,255,1,17,Phoenix,Townhouse,791100
6002,2,5,3159,663,406,556,70,2,20,Seattle,Apartment,2676892
5431,5,3,2006,626,301,87,172,1,33,Denver,Penthouse,3269462
5629,8,5,2347,397,517,752,74,2,44,Seattle,Townhouse,3022773
5861,8,3,2334,523,336,621,210,2,39,Miami,Penthouse,2948083
5427,6,1,2339,307,357,324,280,1,45,New York,Apartment,2322756
4574,2,4,1727,383,238,239,268,2,29,Chicago,Villa,2337314
2224,7,3,1213,212,142,665,4,3,40,Miami,House,584912
3550,1,6,1576,245,270,634,115,2,25,New York,Penthouse,812950
623,8,3,238,46,60,492,290,4,23,Seattle,Penthouse,328944
3164,3,3,1268,362,297,54,99,1,34,Los Angeles,Penthouse,1278256
1724,4,3,725,108,90,596,98,2,19,Seattle,Villa,1084396
3148,4,1,1429,333,183,55,174,2,47,Miami,Penthouse,673672
2314,6,4,1268,256,213,650,45,1,29,Dallas,Townhouse,1050556
4457,4,2,2256,359,343,443,262,4,45,New York,Penthouse,1140992
3971,1,5,2129,291,252,260,17,2,36,Los Angeles,Penthouse,627418
4642,2,3,2170,336,418,11,4,1,7,Miami,Penthouse,2116752
4308,8,4,2335,245,275,39,144,4,43,Boston,Apartment,2446944
1426,8,3,655,79,84,253,151,2,4,Denver,Townhouse,191084
5578,5,6,2282,342,367,182,279,4,13,Seattle,Penthouse,2671862
4412,5,1,2007,295,270,619,3,4,28,Miami,Penthouse,2228060
992,6,6,494,58,67,658,65,1,24,Denver,Penthouse,604128
2370,2,2,1242,215,122,161,13,1,18,Phoenix,Townhouse,874530
1771,6,4,745,125,141,682,258,4,25,New York,Townhouse,416185
2923,7,4,1104,286,153,699,235,2,43,Chicago,Apartment,1870720
6345,3,5,2654,511,594,591,294,3,2,Dallas,Townhouse,3274020
2942,1,5,1182,169,224,123,160,3,4,Boston,Apartment,1265060
5497,8,5,2383,522,402,556,246,3,32,Dallas,Penthouse,1154370
3358,8,5,1688,230,323,597,0,4,18,Denver,House,1531248
2418,7,6,1170,201,205,390,48,1,10,Boston,Apartment,1489488
4227,4,2,1493,291,365,327,182,1,21,Chicago,Townhouse,1509039
5378,4,1,2622,316,434,248,46,2,34,Seattle,Penthouse,2931010
5704,3,4,2240,466,337,67,256,2,25,Dallas,Apartment,3114384
2601,5,5,1186,277,210,454,278,4,21,Seattle,Villa,853128
4096,5,4,1763,376,263,426,192,2,24,Phoenix,Townhouse,2260992
1481,4,6,561,163,88,510,230,2,33,Los Angeles,House,346554
1489,6,1,580,106,132,414,53,3,17,Phoenix,Villa,863620
5962,3,5,2680,344,389,104,125,1,6,Seattle,Penthouse,1961498
7858,8,6,3570,915,456,366,63,1,42,Chicago,Apartment,4353332
7206,7,3,3845,612,644,721,1,4,15,New York,Apartment,1023252
2923,1,6,1289,248,243,250,74,4,48,Denver,Townhouse,1481961
6303,6,6,2978,381,555,579,222,4,31,Denver,Apartment,3290166
2783,5,4,1054,162,237,138,200,1,1,Dallas,Penthouse,1419330
5695,3,1,2523,456,490,499,38,1,38,Phoenix,House,3194895
7765,1,5,3015,808,446,660,113,3,27,Phoenix,House,2469270
539,3,6,270,35,33,211,285,1,44,Boston,House,223685
6529,4,3,3407,477,466,364,122,1,25,Dallas,Townhouse,2037048
777,8,1,351,83,62,276,205,2,40,Phoenix,House,118881
2975,1,1,1203,323,155,714,9,1,10,Denver,Townhouse,440300
6866,7,3,3374,551,613,397,101,4,26,Denver,House,3934218
1378,5,1,683,136,135,741,100,3,6,Seattle,House,589784
5950,3,5,2967,449,355,88,45,2,17,Dallas,Penthouse,1981350
5272,4,3,1895,330,325,649,143,1,34,Houston,Apartment,3063032
1089,7,4,597,102,54,705,195,1,41,Chicago,Villa,647955
6178,5,4,2479,540,573,303,35,4,26,Dallas,Townhouse,3990988
2654,7,3,1021,225,249,327,287,3,27,Dallas,Apartment,931554
3847,7,1,1707,442,253,149,264,2,23,Seattle,House,1188723
3745,7,3,1723,276,263,604,202,2,34,New York,Villa,1827560
2199,5,4,798,237,185,209,271,2,3,Houston,Penthouse,593730
3131,5,1,1262,238,200,693,127,1,21,New York,House,1415212
7689,8,1,2887,616,670,415,165,2,36,Houston,House,3306270
2318,1,3,1095,172,202,252,80,4,38,Dallas,Apartment,521550
5840,6,5,2167,371,499,373,258,4,36,Seattle,Townhouse,1495040
3334,5,5,1407,392,317,216,80,4,9,Los Angeles,Villa,973528
1277,4,5,661,70,110,606,175,1,1,Los Angeles,Apartment,257954
2738,5,3,1231,267,161,557,212,1,14,Boston,Townhouse,1254004
1688,2,3,770,92,100,710,93,4,1,New York,House,449008
7699,7,1,3092,861,594,621,174,2,32,Dallas,Apartment,3341366
875,4,5,389,68,81,32,142,3,38,Chicago,House,119000
6120,1,1,2414,680,384,741,240,4,14,Los Angeles,Townhouse,3561840
4836,1,5,1753,268,263,141,11,4,47,Dallas,Apartment,1252524
4358,5,2,2278,518,300,620,36,1,15,Dallas,Apartment,1181018
5545,6,3,2959,308,506,481,145,4,25,Seattle,Townhouse,2567335
5250,5,4,2180,422,332,54,173,2,5,Chicago,House,2971500
1062,7,4,524,64,75,211,204,1,34,New York,Villa,627642
2999,4,1,1430,347,207,506,107,4,13,Los Angeles,House,917694
972,7,4,474,49,67,445,187,3,9,Denver,Townhouse,244944
1036,5,6,422,96,92,504,33,4,15,Houston,Villa,359492
4148,3,6,2109,461,411,166,71,1,41,Miami,Townhouse,900116
6864,2,2,2529,369,489,41,281,1,40,New York,House,4207632
6842,4,1,2855,520,577,602,190,3,21,Chicago,House,2675222
1235,8,6,606,119,65,750,193,2,12,Dallas,Villa,703950
7877,1,5,3389,530,747,396,111,4,37,Houston,Townhouse,3072030
7699,1,3,3388,559,399,255,162,3,28,Miami,Penthouse,2871727
5832,4,5,2299,433,446,737,262,4,19,Chicago,House,1603800
7865,6,5,4177,909,669,388,21,3,32,Seattle,Villa,2367365
4269,3,4,2269,306,408,92,37,3,33,Phoenix,Apartment,1596606
7605,2,5,3326,851,402,790,15,3,0,Boston,Villa,2897505
965,3,6,438,102,78,185,42,3,44,Miami,Apartment,439075
3337,8,4,1674,354,313,666,162,1,41,Houston,Apartment,1488302
2628,7,1,1269,133,245,112,159,4,1,Boston,Villa,1035432
6799,4,2,2391,533,469,363,57,4,33,Denver,Apartment,3154736
4812,8,4,2283,435,415,738,158,2,34,Seattle,Townhouse,923904
6528,1,2,3487,483,511,51,25,2,26,New York,Penthouse,2095488
976,1,1,499,75,66,421,151,4,18,Phoenix,Apartment,423584
6410,3,5,3345,667,611,162,221,2,5,Boston,Penthouse,3769080
4208,4,4,2231,244,238,218,234,4,15,Houston,Villa,1144576
3772,5,1,1624,318,220,276,278,2,6,Denver,Apartment,743084
3201,3,6,1369,246,256,768,4,3,43,Seattle,House,713823
651,4,4,283,53,42,414,97,3,31,Boston,House,172515
7816,6,3,4025,495,425,772,66,4,7,Dallas,Villa,2446408
745,3,6,265,38,53,749,28,3,41,Miami,Penthouse,351640
3477,6,4,1399,220,268,670,135,2,20,Chicago,Townhouse,472872
6462,8,3,2679,697,422,328,291,1,38,Miami,Townhouse,2604186
2169,4,2,977,138,161,523,2,4,20,Houston,Apartment,511884
7709,4,3,3320,856,467,88,172,2,20,Los Angeles,Penthouse,4448093
6558,4,6,2689,332,389,145,81,1,44,Chicago,Apartment,2695338
7405,7,3,3704,666,633,492,83,2,41,Boston,Penthouse,2191880
1642,7,4,898,83,96,618,150,1,20,New York,Townhouse,743826
4400,4,4,2353,500,412,46,229,4,3,Los Angeles,Penthouse,1289200
5147,5,6,2097,276,261,472,126,3,18,Los Angeles,House,638228
5458,3,6,2395,652,445,474,6,3,16,Dallas,Villa,1037020
623,4,5,292,66,41,172,213,3,50,Chicago,Villa,363832
1183,8,2,463,106,78,587,31,4,48,New York,Villa,570206
3941,3,5,1681,440,347,472,201,3,44,Houston,Villa,2171491
2625,6,3,1185,229,251,324,179,1,0,Denver,Apartment,1336125
7020,3,4,3399,573,591,306,274,4,28,New York,Apartment,1719900
2890,6,4,1030,157,151,22,39,3,34,Miami,House,1002830
2848,3,6,1126,212,195,644,3,3,40,New York,Villa,1537920
7546,3,6,3660,466,490,727,276,1,38,Boston,Villa,4814348
803,6,2,434,40,65,359,103,4,34,Denver,House,407924
5849,8,4,3156,585,332,174,1,2,29,Boston,Apartment,3456759
4960,2,5,2099,331,283,189,18,2,5,Boston,Villa,813440
1952,3,3,910,110,109,401,289,3,33,Phoenix,Penthouse,806176
1919,2,6,702,223,106,281,74,2,2,Chicago,Apartment,867388
4567,3,2,1632,340,441,420,123,2,44,Los Angeles,House,1411203
2934,3,2,1428,167,182,295,99,2,44,Miami,Townhouse,1332036
1611,8,1,595,104,103,430,55,3,7,Boston,Penthouse,246483
2161,7,5,787,139,133,629,54,3,36,New York,Penthouse,1132364
3129,5,4,1376,230,181,330,190,2,50,Los Angeles,Penthouse,478737
5532,1,3,2363,663,513,375,14,4,28,Dallas,Townhouse,2528124
7613,8,1,3328,772,638,502,121,3,40,Seattle,House,1926089
5890,1,4,2461,572,398,170,8,4,37,Los Angeles,Penthouse,3033350
7201,8,2,2620,578,534,553,105,4,8,Boston,House,1814652
4016,2,1,1522,323,373,208,204,2,43,Seattle,Apartment,1032112
720,4,2,290,71,69,387,58,4,17,Denver,Penthouse,382320
2008,5,2,910,114,171,561,233,1,27,Denver,Penthouse,516056
3831,6,1,1893,298,247,445,279,1,9,Phoenix,Apartment,1478766
2222,6,6,1065,224,173,725,103,1,46,Boston,House,871024
7692,1,1,4028,567,610,673,223,1,44,New York,Townhouse,3592164
4463,5,4,2014,395,395,60,187,4,5,Seattle,Townhouse,2410020
6554,4,4,2315,363,386,250,94,4,21,Dallas,Townhouse,1061748
5341,1,6,2321,300,312,343,186,1,45,Phoenix,Townhouse,3209941
1776,3,4,771,117,139,390,226,2,32,Chicago,Villa,648240
7304,6,3,3070,367,454,88,150,2,41,Seattle,Villa,3622784
5173,7,6,2021,469,419,468,202,4,2,Phoenix,Penthouse,3165876
5334,3,5,2422,347,434,792,249,2,3,Boston,Villa,1408176
2132,2,4,954,217,107,341,239,4,2,Seattle,House,963664
947,2,5,382,71,90,417,215,3,6,Chicago,Penthouse,133527
6209,6,2,2549,461,433,272,93,3,25,Boston,House,1707475
3484,3,1,1462,370,282,40,189,1,0,Phoenix,Townhouse,2198404
2391,7,4,919,199,224,546,265,1,39,Chicago,House,944445
5008,5,2,2308,404,386,510,54,3,16,Phoenix,Apartment,2754400
613,1,4,258,72,41,484,181,4,18,Dallas,House,321825
4781,1,2,2566,495,386,129,60,2,19,Boston,Penthouse,1706817
2343,8,4,1026,264,232,505,199,1,12,Chicago,Penthouse,435798
4798,4,1,2474,552,271,154,1,2,35,New York,Villa,1213894
4733,6,1,2376,394,317,461,132,4,39,Denver,Villa,2749873
5115,4,6,2060,462,498,786,137,3,4,Los Angeles,Townhouse,966735
5056,2,6,2593,450,271,369,238,2,33,Los Angeles,Villa,2295424
7354,3,6,3664,393,623,292,47,1,8,New York,Townhouse,4434462
5521,7,3,2961,609,352,714,178,4,48,Phoenix,House,2445803
2137,7,4,1029,232,124,303,248,1,8,New York,Penthouse,1374091
934,6,2,395,104,58,708,218,1,1,Phoenix,House,232566
7901,6,6,3174,936,769,20,254,1,14,Houston,House,2710043
818,7,5,438,74,78,619,232,3,35,Seattle,House,314930
3515,2,2,1794,290,332,572,15,1,19,New York,Villa,2144150
6428,1,5,2337,363,587,581,111,4,45,Denver,Townhouse,1169896
2270,7,5,1052,151,155,231,56,3,38,Phoenix,House,1382430
7840,5,3,4018,877,470,466,164,4,19,Seattle,Apartment,1411200
7618,8,3,4079,826,695,357,291,2,5,Denver,Townhouse,2331108
4031,4,3,2210,257,209,582,271,3,31,Houston,House,2120306
6438,6,4,2586,528,471,797,125,3,2,Los Angeles,Villa,4158948
2137,3,4,1091,178,177,467,102,3,36,Los Angeles,Apartment,1032171
5307,1,5,2259,286,428,727,96,3,0,New York,Apartment,2483676
7151,2,6,3149,416,526,258,203,3,40,Miami,House,3754275
3396,8,5,1374,359,209,239,274,4,3,Seattle,House,1782900
3694,4,2,1868,432,231,68,42,2,39,Seattle,House,1525622
1065,2,3,426,89,101,162,294,1,9,New York,Penthouse,363165
7766,3,4,3328,808,547,569,174,3,42,Phoenix,Villa,2073522
3596,6,4,1863,372,273,554,149,4,11,New York,Penthouse,996092
1047,6,1,520,103,67,46,32,3,5,Los Angeles,Villa,405189
5545,1,3,2488,327,532,203,205,4,40,Phoenix,House,3593160
1037,4,5,488,62,52,435,160,2,37,Houston,Villa,668865
5843,3,5,2943,424,382,786,196,4,35,Dallas,House,3225336
1527,4,3,557,103,129,396,126,2,27,Seattle,Apartment,346629
7425,4,5,3548,557,454,494,171,3,33,Seattle,Townhouse,3326400
1291,6,1,488,71,122,776,182,4,38,New York,Villa,823658
6917,3,2,3546,352,439,745,81,4,1,Boston,Apartment,3742097
3471,2,3,1882,211,211,79,4,4,12,Dallas,House,1943760
7858,7,1,3146,415,444,1,195,2,0,Chicago,Townhouse,2090228
4723,5,3,2249,284,245,717,13,4,43,Los Angeles,Townhouse,2621265
3036,2,2,1535,274,241,141,272,1,32,Dallas,Penthouse,1848924
6890,2,5,2890,779,671,23,152,4,8,Miami,Apartment,2838680
7378,2,6,3059,860,571,115,150,2,50,Dallas,Villa,1209992
1459,2,1,630,116,77,472,37,2,45,Seattle,House,703238
4238,5,4,1596,325,286,60,282,3,32,Los Angeles,Villa,2470754
4100,5,4,1550,321,352,32,171,1,44,Houston,House,824100
3755,7,5,1332,200,345,596,273,4,6,Denver,House,503170
3508,7,5,1514,231,314,312,263,1,13,Houston,House,1266388
3291,3,5,1798,310,232,705,143,2,16,Dallas,Penthouse,1313109
1814,5,5,715,153,163,513,53,4,37,Phoenix,House,569596
2766,2,5,1394,224,153,256,135,2,29,Houston,Townhouse,1319382
2781,5,6,1180,239,272,781,210,1,31,Los Angeles,House,1270917
1703,2,5,683,187,104,499,252,1,27,Dallas,Apartment,1106950
604,6,3,246,32,37,664,240,1,35,Houston,House,203548
5072,8,3,1854,383,457,741,3,4,40,Houston,Townhouse,2267184
4495,6,2,1601,263,411,720,178,1,28,Phoenix,Villa,1069810
5627,1,3,2240,361,363,680,26,3,28,Chicago,Villa,1434885
3435,8,4,1455,258,328,313,83,1,1,Los Angeles,Penthouse,601125
3435,8,5,1437,386,340,91,268,3,19,Seattle,Townhouse,1820550
4017,7,6,1417,390,377,778,200,4,18,Phoenix,Penthouse,2506608
1238,4,3,592,97,80,91,72,2,2,Chicago,House,496438
5359,4,3,2716,529,376,130,87,4,32,Boston,Apartment,2218626
6920,7,4,2553,778,617,104,67,2,28,Miami,Villa,2027560
5086,2,5,2423,492,411,747,74,1,8,Phoenix,Townhouse,3071944
5650,3,5,2813,626,381,238,259,2,26,Dallas,Penthouse,3638600
5167,5,4,1916,599,445,81,229,1,25,Los Angeles,Townhouse,2909021
7939,5,6,4289,528,566,462,151,1,18,Dallas,Villa,2492846
7864,7,2,3181,873,755,765,196,1,19,Chicago,Townhouse,2964728
3462,1,1,1335,358,194,634,231,3,0,Phoenix,House,1201314
7091,4,5,3465,370,519,661,167,2,16,Chicago,Apartment,1978389
4428,1,4,1768,476,303,278,288,4,45,Chicago,Apartment,885600
812,2,1,429,84,52,797,28,1,14,Miami,Townhouse,418180
5853,2,1,2960,700,540,675,123,4,37,Denver,Villa,1732488
1585,2,2,743,102,119,81,35,4,26,Los Angeles,Apartment,828955
6331,4,5,2860,596,493,309,241,2,50,New York,Apartment,1728363
4453,6,2,1622,296,287,97,157,3,26,Boston,House,1126609
2702,6,6,1444,313,218,180,52,3,31,Houston,Villa,1626604
884,3,5,328,48,66,263,14,1,19,Phoenix,House,119340
1592,4,5,763,161,113,21,32,2,16,Boston,Penthouse,687744
2462,7,4,1137,165,130,240,248,4,39,Boston,Penthouse,1455042
4765,2,2,2157,565,368,659,229,4,43,Chicago,Apartment,1991770
3020,8,5,1591,231,239,199,272,4,39,Boston,Townhouse,1087200
4659,3,1,2177,295,272,590,11,1,11,Denver,Penthouse,2697561
1602,3,1,657,89,82,12,104,1,35,Dallas,House,666432
5516,5,6,1947,442,439,196,275,2,44,Phoenix,Apartment,1412096
5179,7,5,2380,514,269,528,210,4,12,Houston,Apartment,3205801
3730,1,1,1869,318,294,39,61,2,6,Dallas,House,593070
7272,3,6,3827,821,393,494,73,1,13,Phoenix,Apartment,2036160
4538,6,4,2128,250,451,495,22,2,4,Los Angeles,Townhouse,680700
5135,4,3,2288,456,313,129,292,1,29,Seattle,House,2423720
7303,2,1,3504,871,635,34,223,4,46,Miami,Apartment,1460600
3509,4,6,1659,315,225,339,162,4,0,Miami,Villa,568458
2739,1,1,1342,262,249,277,20,3,31,Miami,Apartment,1624227
3787,4,3,2031,422,262,753,123,4,27,New York,Penthouse,1355746
2936,1,1,1045,202,283,495,282,4,14,Chicago,Townhouse,1068704
2415,1,1,968,143,130,553,254,4,11,Chicago,Villa,338100
880,3,2,483,84,59,651,291,3,8,Denver,Apartment,129360
5409,3,2,2908,643,439,714,3,3,31,Denver,House,762669
7546,1,3,2956,514,705,318,131,1,26,New York,Villa,1546930
4279,6,3,2064,369,420,358,172,2,49,Dallas,Apartment,688919
5999,3,5,2757,508,422,456,253,3,14,Chicago,Apartment,3167472
4154,1,4,1973,442,335,685,163,2,44,Miami,Apartment,1557750
4450,6,4,2386,289,432,225,176,2,35,Chicago,Villa,2563200
3783,5,4,1455,301,316,305,41,1,5,Los Angeles,Penthouse,2292498
5779,2,1,2969,497,456,620,103,4,20,Boston,Penthouse,3109102
3566,2,5,1455,205,333,254,93,3,41,Houston,Penthouse,959254
918,2,5,424,98,52,411,300,4,2,Dallas,Townhouse,224910
2923,5,4,1370,192,210,55,109,1,47,Houston,Townhouse,453065
4818,2,4,1792,356,289,501,7,1,9,Phoenix,Apartment,2818530
2808,4,6,1222,304,248,4,170,2,24,Los Angeles,Penthouse,1154088
2618,3,2,1078,221,216,517,70,1,18,Chicago,Apartment,756602
6799,3,3,2628,645,639,402,269,2,12,New York,Villa,4065802
4673,5,5,2063,529,419,328,42,1,28,Boston,Penthouse,2327154
3522,8,4,1263,331,194,394,219,2,50,Boston,Apartment,489558
5549,2,5,2602,594,297,172,298,4,41,Boston,Townhouse,1509328
7604,5,5,3666,847,562,627,77,3,47,Denver,Apartment,2471300
2269,4,2,892,122,191,203,247,1,38,Boston,Villa,673893
5027,6,6,2132,469,462,628,242,4,21,Denver,Townhouse,1377398
7902,3,6,3507,697,652,688,20,3,1,Denver,House,1240614
6930,7,4,3176,772,645,390,286,2,19,Los Angeles,Townhouse,2231460
2727,7,4,1212,161,146,506,124,4,11,Los Angeles,Penthouse,1006263
5302,2,6,2515,564,401,484,70,1,39,Houston,Townhouse,2062478
5268,3,5,2797,353,487,171,231,3,41,Seattle,Penthouse,2591856
7372,5,1,2961,717,730,169,143,1,22,Los Angeles,House,3840812
7962,8,6,3689,663,489,633,198,2,34,Seattle,House,1847184
2043,4,2,920,144,157,361,262,4,0,Boston,Penthouse,300321
7835,1,4,3856,594,452,185,246,3,18,Los Angeles,Apartment,3878325
2697,5,5,1025,263,256,720,46,3,1,Dallas,Apartment,1666746
2142,6,6,811,124,133,371,65,1,29,Dallas,Townhouse,938196
7238,8,3,3696,867,644,102,130,1,43,Seattle,House,2656346
1278,3,4,500,97,123,196,19,1,38,Boston,Townhouse,596826
3663,3,4,1359,367,229,541,196,1,39,Seattle,Penthouse,1673991
3278,8,2,1695,215,190,222,158,1,38,Miami,Villa,1983190
6089,8,2,3230,441,327,211,197,1,46,Chicago,Townhouse,1650119
3959,1,2,1668,202,278,186,200,3,33,Houston,Apartment,748251
4950,7,1,2587,307,395,491,87,4,8,Boston,Townhouse,1163250
7681,5,6,3209,520,486,228,252,2,36,New York,Villa,1321132
2994,6,1,1441,259,188,3,116,2,46,Boston,House,1071852
7060,5,6,3487,801,592,798,290,1,23,Chicago,Apartment,3988900
7467,7,6,3871,665,464,798,139,4,8,Denver,Apartment,4472733
3482,3,6,1711,357,177,496,131,1,35,Phoenix,Penthouse,1152542
1625,6,1,635,157,102,730,35,4,1,Miami,Penthouse,630500
575,7,1,294,64,55,705,215,1,39,Seattle,Apartment,227700
1583,6,5,832,130,131,8,260,1,34,Miami,Apartment,649030
4816,2,3,2099,253,267,239,37,3,15,Los Angeles,House,1801184
4311,3,3,1607,294,287,176,207,2,39,Phoenix,Villa,2189988
7716,3,5,4235,859,567,546,77,2,22,Houston,Villa,4938240
4549,8,3,2333,370,333,333,58,3,39,Dallas,House,1619444
868,2,1,393,74,64,760,14,3,6,Denver,Penthouse,541632
6477,3,1,2528,362,473,247,45,4,0,Dallas,Villa,4002786
7699,6,3,3256,429,720,677,88,2,18,Chicago,Apartment,4080470
4265,8,4,2213,487,405,272,11,3,50,Dallas,Townhouse,1539665
5931,3,3,3119,512,435,425,65,2,17,Boston,Penthouse,1785231
4423,8,6,2160,369,382,80,49,4,28,Miami,House,1105750
7164,4,6,3630,591,476,738,74,1,39,Phoenix,Apartment,2951568
3790,5,5,1387,438,295,163,114,1,24,Chicago,Penthouse,1106680
3791,2,1,1894,397,243,316,21,4,14,Miami,Townhouse,1360969
4737,8,6,1891,258,467,560,90,3,41,Houston,House,762657
6328,6,1,3074,381,370,119,44,2,17,Dallas,Apartment,1733872
2144,4,2,1010,143,109,576,94,2,15,Boston,Townhouse,677504
3848,7,6,1745,378,376,139,254,3,11,Miami,House,1735448
6076,6,1,2287,484,606,688,142,4,7,Chicago,Villa,1057224
2503,2,1,968,249,144,690,90,1,15,Denver,Apartment,362935
4328,3,4,1697,337,381,29,21,1,50,Seattle,Townhouse,869928
4619,1,2,1747,317,278,192,73,4,25,Phoenix,Apartment,2032360
4840,5,1,2178,488,442,526,56,2,9,Denver,Penthouse,2787840
2546,4,2,1332,146,222,231,24,1,25,Denver,Penthouse,710334
5946,2,2,2081,428,589,522,216,1,0,Seattle,House,3638952
7734,3,3,3646,547,626,424,269,2,27,Houston,House,3170940
2874,1,1,1218,258,161,22,272,4,42,New York,House,1615188
5221,7,5,2332,490,322,144,23,3,40,Houston,Townhouse,777929
594,6,3,242,62,43,77,286,4,5,Dallas,House,256014
7911,6,1,2973,523,737,337,95,1,6,Boston,Penthouse,2927070
2591,6,6,1070,223,175,384,173,4,36,Phoenix,Apartment,1005308
7109,2,2,2646,444,644,155,82,2,7,Miami,House,1414691
2456,7,6,1018,272,227,663,125,4,39,Chicago,Villa,1178880
1331,6,1,625,106,95,796,156,3,9,Seattle,House,694782
